,X,Y,tdx12_Araca,tdx30_Araca,srtm30_Araca,srtm30_wgs84_Araca,aster30_Araca,aster30_wgs84_Araca,aw3d30_Araca,aw3d30_wgs84_Araca,srtm30_wgs84-tdx12,srtm30_wgs84-tdx30,srtm30_wgs84-aster30_wgs84,srtm30_wgs84-aw3d30_wgs84
3817,-63.40246415,0.67166784,NaN,NaN,51.0,44.40643209,49.0,42.40643209,NaN,NaN,NaN,NaN,2.0,NaN
3818,-63.98293631,0.34252897,51.83067,51.18019,55.0,49.91019835,65.0,59.91019835,58.0,52.91019835,-1.92047165,-1.26999165,-10.0,-3.0
3819,-63.86556046,0.86038911,64.79521,66.59299,76.0,70.31698378,67.0,61.31698378,76.0,70.31776409,5.52177378,3.72399378,9.0,-0.000780309999996
3820,-63.98843575,0.14533748,58.29152,56.47583,63.0,58.06205709,68.0,63.06205709,63.0,58.06205709,-0.22946291,1.58622709,-5.0,0.0
3821,-63.60347969,0.64269889,54.84608,54.89445,64.0,57.85368502,58.0,51.85368502,64.0,57.85383123,3.00760502,2.95923502,6.0,-0.000146209999997
3822,-63.62158392,0.62567016,51.07542,51.03204,62.0,55.9023272,47.0,40.9023272,59.0,52.90247523,4.8269072,4.8702872,15.0,2.99985197
3823,-63.54857913,0.80769071,70.3566,70.38445,78.0,71.65066709,73.0,66.65066709,NaN,NaN,1.29406709,1.26621709,5.0,NaN
3824,-63.89833317,0.47662444,51.90977,52.07676,55.0,49.61932501,64.0,58.61932501,57.0,51.61949867,-2.29044499,-2.45743499,-9.0,-2.00017366
3825,-63.7268203,0.86577498,66.7383,66.76317,75.0,69.00685121,61.0,55.00685121,75.0,69.00699761,2.26855121,2.24368121,14.0,-0.000146400000006
3826,-63.625007,0.51784419,49.60976,49.53281,63.0,56.96835871,48.0,41.96835871,58.0,51.96897717,7.35859871,7.43554871,15.0,4.99938154
3827,-63.43240209,0.65803431,43.45471,43.46144,50.0,43.4766612,48.0,41.4766612,52.0,45.4767977,0.0219512,0.0152212,2.0,-2.0001365
3828,-63.40541239,0.4984526,37.03216,37.71091,46.0,39.49891678,27.0,20.49891678,NaN,NaN,2.46675678,1.78800678,19.0,NaN
3829,-63.72771692,0.07842206,45.70862,47.20403,57.0,51.47587156,62.0,56.47587156,48.0,42.47587156,5.76725156,4.27184156,-5.0,9.0
3830,-63.39823258,0.00976555,55.02357,54.46229,59.0,52.76790052,49.0,42.76790052,NaN,NaN,-2.25566948,-1.69438948,10.0,NaN
3831,-63.1622073,0.92134552,592.6089,592.1105,611.0,603.79885239,598.0,590.79885239,NaN,NaN,11.18995239,11.68835239,13.0,NaN
3832,-63.06363042,0.57440987,39.05533,38.96539,45.0,37.7507781,55.0,47.7507781,47.0,39.75146792,-1.3045519,-1.2146119,-10.0,-2.00068982
3833,-63.03364363,0.66036489,58.34158,57.15244,66.0,58.65184426,64.0,56.65184426,69.0,61.6524032,0.31026426,1.49940426,2.0,-3.00055894
3834,-63.45829753,0.95000392,1186.372,1186.163,1189.0,1182.39224213,1193.0,1186.39224213,1194.0,1187.39224213,-3.97975787,-3.77075787,-4.0,-5.0
3835,-63.49442058,0.5366838,45.04638,45.5712,53.0,46.67126874,37.0,30.67126874,54.0,47.67126874,1.62488874,1.10006874,16.0,-1.0
3836,-63.25301334,0.34079014,32.35408,32.49205,41.0,34.25729303,40.0,33.25729303,42.0,35.25744059,1.90321303,1.76524303,1.0,-1.00014756
3837,-63.09368444,0.26107516,29.29538,29.17827,38.0,30.96621016,30.0,22.96621016,NaN,NaN,1.67083016,1.78794016,8.0,NaN
3838,-63.65672826,0.49474037,42.74036,43.0993,56.0,50.05204098,45.0,39.05204098,52.0,46.05266459,7.31168098,6.95274098,11.0,3.99937639
3839,-63.89882373,0.92156496,80.65188,80.02806,86.0,80.35716914,76.0,70.35716914,88.0,82.35732719,-0.29471086,0.32910914,10.0,-2.00015805
3840,-63.97777315,0.14193173,44.75187,44.88101,53.0,48.0374651,47.0,42.0374651,50.0,45.03766668,3.2855951,3.1564551,6.0,2.99979842
3841,-63.54176526,0.13673986,52.19178,51.51578,56.0,50.00669292,69.0,63.00669292,59.0,53.00732133,-2.18508708,-1.50908708,-13.0,-3.00062841
3842,-63.72549529,0.67419649,68.34969,68.21215,79.0,73.10666894,67.0,61.10666894,75.0,69.10666894,4.75697894,4.89451894,12.0,4.0
3843,-63.18797796,0.39619345,34.23392,33.84004,42.0,35.09161034,43.0,36.09161034,43.0,36.09218919,0.85769034,1.25157034,-1.0,-1.00057885
3844,-63.76756203,0.87409501,69.94372,71.71684,79.0,73.09146675,73.0,67.09146675,80.0,74.09222758,3.14774675,1.37462675,6.0,-1.00076083
3845,-63.46057954,0.78940572,62.11682,62.2508,69.0,62.47246607,64.0,57.47246607,71.0,64.47318571,0.35564607,0.22166607,5.0,-2.00071964
3846,-63.34127067,0.08503749,47.80347,48.51337,54.0,47.59363475,42.0,35.59363475,NaN,NaN,-0.20983525,-0.91973525,12.0,NaN
3847,-63.46098683,0.81915195,70.86043,71.23145,77.0,70.45946373,66.0,59.45946373,80.0,73.45959577,-0.40096627,-0.77198627,11.0,-3.00013204
3848,-63.5812531,0.10978427,35.16362,35.21799,39.0,33.11443944,35.0,29.11443944,40.0,34.11443944,-2.04918056,-2.10355056,4.0,-1.0
3849,-63.87326835,0.15158778,52.28928,52.4081,60.0,54.77387236,66.0,60.77387236,58.0,52.77387236,2.48459236,2.36577236,-6.0,2.0
3850,-63.56997974,0.04633167,47.89476,47.56689,55.0,49.13065551,55.0,49.13065551,54.0,48.13065551,1.23589551,1.56376551,0.0,1.0
3851,-63.51856082,0.03768602,32.27898,32.31493,37.0,31.01927949,31.0,25.01927949,NaN,NaN,-1.25970051,-1.29565051,6.0,NaN
3852,-63.57530226,0.05301168,47.44509,48.36885,52.0,46.1382584,56.0,50.1382584,54.0,48.1388953,-1.3068316,-2.2305916,-4.0,-2.0006369
3853,-63.03941261,0.95131132,106.3611,107.0321,122.0,114.5402135,120.0,112.5402135,NaN,NaN,8.1791135,7.5081135,2.0,NaN
3854,-63.38529253,0.9705622,1118.999,1116.196,1128.0,1121.23154939,1110.0,1103.23154939,1127.0,1120.23212147,2.23254939,5.03554939,18.0,0.99942792
3855,-63.98642777,0.70926233,63.93396,63.21034,67.0,61.6835969,68.0,62.6835969,71.0,65.68376733,-2.2503631,-1.5267431,-1.0,-4.00017043
3856,-63.78498296,0.83016746,64.95902,64.52915,73.0,67.1538895,67.0,61.1538895,73.0,67.15404081,2.1948695,2.6247395,6.0,-0.000151309999993
3857,-63.98538443,0.35058368,57.37838,58.4759,62.0,56.91087248,52.0,46.91087248,65.0,59.91087248,-0.46750752,-1.56502752,10.0,-3.0
3858,-63.5963512,0.06108498,49.21743,50.33533,57.0,51.18132629,50.0,44.18132629,55.0,49.18132629,1.96389629,0.84599629,7.0,2.0
3859,-63.5112732,0.91520336,104.7999,104.2105,107.0,100.51964502,98.0,91.51964502,113.0,106.51977733,-4.28025498,-3.69085498,9.0,-6.00013231
3860,-63.65804039,0.8284397,71.17663,70.60699,76.0,69.87600844,69.0,62.87600844,76.0,69.87615129,-1.30062156,-0.73098156,7.0,-0.000142849999989
3861,-63.09818647,0.40923461,33.73336,33.32921,41.0,33.89942166,48.0,40.89942166,43.0,35.89999248,0.16606166,0.57021166,-7.0,-2.00057082
3862,-63.60156143,0.91053436,80.92905,81.36597,89.0,82.71327182,87.0,80.71327182,89.0,82.7134093,1.78422182,1.34730182,2.0,-0.000137479999992
3863,-63.57638196,0.21991689,28.99713,29.09717,30.0,24.03307217,34.0,28.03307217,33.0,27.03307217,-4.96405783,-5.06409783,-4.0,-3.0
3864,-63.56740305,0.15353319,54.45659,54.54402,55.0,49.05461395,74.0,68.05461395,59.0,53.05461395,-5.40197605,-5.48940605,-19.0,-4.0
3865,-63.49506028,0.17986737,48.5659,50.28609,58.0,51.87477542,42.0,35.87477542,NaN,NaN,3.30887542,1.58868542,16.0,NaN
3866,-63.77094537,0.84509848,68.24837,66.8319,72.0,66.11498102,66.0,60.11498102,73.0,67.11513097,-2.13338898,-0.71691898,6.0,-1.00014995
3867,-63.15365087,0.87292858,113.4946,113.5777,123.0,115.80201795,113.0,105.80201795,120.0,112.80269667,2.30741795,2.22431795,10.0,2.99932128
3868,-63.86271471,0.86205883,77.34496,78.03677,82.0,76.3098104,79.0,73.3098104,85.0,79.30996673,-1.0351496,-1.7269596,3.0,-3.00015633
3869,-63.23371802,0.19164669,47.84803,48.73476,55.0,48.29827792,51.0,44.29827792,59.0,52.29902767,0.45024792,-0.43648208,4.0,-4.00074975
3870,-63.2979945,0.43829478,35.23696,35.16686,45.0,38.30153189,43.0,36.30153189,NaN,NaN,3.06457189,3.13467189,2.0,NaN
3871,-63.66719106,0.3823474,48.21157,48.69889,54.0,48.14092244,49.0,43.14092244,56.0,50.14092244,-0.07064756,-0.55796756,5.0,-2.0
3872,-63.25917668,0.92456682,838.5391,837.5463,841.0,833.99366477,804.0,796.99366477,NaN,NaN,-4.54543523,-3.55263523,37.0,NaN
3873,-63.53227338,0.99351132,164.5469,165.4764,176.0,169.52612194,155.0,148.52612194,172.0,165.52683631,4.97922194,4.04972194,21.0,3.99928563
3874,-63.13618022,0.05272479,31.24006,31.01192,35.0,28.17370813,41.0,34.17370813,NaN,NaN,-3.06635187,-2.83821187,-6.0,NaN
3875,-63.61575152,0.8686801,74.81786,74.13414,83.0,76.76435833,66.0,59.76435833,NaN,NaN,1.94649833,2.63021833,17.0,NaN
3876,-63.82546697,0.05781823,47.91832,48.17702,60.0,54.72435049,48.0,42.72435049,53.0,47.72435049,6.80603049,6.54733049,12.0,7.0
3877,-63.85291813,0.17320566,60.06664,59.35746,68.0,62.70975424,60.0,54.70975424,63.0,57.70975424,2.64311424,3.35229424,8.0,5.0
3878,-63.21266118,0.40400323,46.77026,46.59282,56.0,49.13925448,49.0,42.13925448,NaN,NaN,2.36899448,2.54643448,7.0,NaN
3879,-63.882962,0.33257,43.03288,43.27776,48.0,42.67502439,48.0,42.67502439,52.0,46.67502439,-0.35785561,-0.60273561,0.0,-4.0
3880,-63.04864679,0.71644326,44.79744,45.03586,52.0,44.65760525,54.0,46.65760525,NaN,NaN,-0.13983475,-0.37825475,-2.0,NaN
3881,-63.59508788,0.57872555,48.66831,48.4333,57.0,50.86883021,43.0,36.86883021,57.0,50.86944174,2.20052021,2.43553021,14.0,-0.00061153
3882,-63.79402686,0.36923956,36.78234,36.34026,38.0,32.44145605,44.0,38.44145605,43.0,37.44145605,-4.34088395,-3.89880395,-6.0,-5.0
3883,-63.87407747,0.11894968,48.88674,49.52171,53.0,47.79879086,44.0,38.79879086,53.0,47.79879086,-1.08794914,-1.72291914,9.0,0.0
3884,-63.31067381,0.91341109,1254.681,1255.082,1264.0,1257.10347587,1241.0,1234.10347587,NaN,NaN,2.42247587,2.02147587,23.0,NaN
3885,-63.91513519,0.18418476,42.91879,42.62211,49.0,43.85315824,49.0,43.85315824,47.0,41.85315824,0.93436824,1.23104824,0.0,2.0
3886,-63.45226977,0.77157935,65.78001,61.88671,73.0,66.46337437,61.0,54.46337437,71.0,64.4640943,0.68336437,4.57666437,12.0,1.99928007
3887,-63.44554667,0.5475244,38.7542,38.64385,49.0,42.5600644,32.0,25.5600644,48.0,41.5600644,3.8058644,3.9162144,17.0,1.0
3888,-63.10548433,0.8263985,86.15403,87.39908,98.0,90.72449177,93.0,85.72449177,95.0,87.72505063,4.57046177,3.32541177,5.0,2.99944114
3889,-63.81010684,0.36292909,57.1953,56.6688,60.0,54.48318988,75.0,69.48318988,64.0,58.48318988,-2.71211012,-2.18561012,-15.0,-4.0
3890,-63.06409152,0.89773727,157.0137,157.4345,170.0,162.61157232,167.0,159.61157232,170.0,162.61224229,5.59787232,5.17707232,3.0,-0.000669970000018
3891,-63.35123872,0.50407718,36.97919,36.38857,51.0,44.38039408,31.0,24.38039408,NaN,NaN,7.40120408,7.99182408,20.0,NaN
3892,-63.81402865,0.69573244,67.56532,67.74794,76.0,70.29402713,70.0,64.29402713,75.0,69.29418474,2.72870713,2.54608713,6.0,0.99984239
3893,-63.58970648,0.0665224,43.76449,43.8676,45.0,39.16225927,47.0,41.16225927,51.0,45.16225927,-4.60223073,-4.70534073,-2.0,-6.0
3894,-63.17800369,0.57940179,52.68348,49.25219,56.0,48.98165042,51.0,43.98165042,NaN,NaN,-3.70182958,-0.27053958,5.0,NaN
3895,-63.00033218,0.08181307,37.79704,38.88857,44.0,36.8730857,47.0,39.8730857,45.0,37.87365855,-0.9239543,-2.0154843,-3.0,-1.00057285
3896,-63.30296661,0.60350869,41.8443,42.44195,50.0,43.22952998,42.0,35.22952998,NaN,NaN,1.38522998,0.78757998,8.0,NaN
3897,-63.52639122,0.22795062,46.68058,47.41211,54.0,47.91557791,52.0,45.91557791,52.0,45.91619992,1.23499791,0.50346791,2.0,1.99937799
3898,-63.64074099,0.87096381,72.11549,71.98452,77.0,70.81704605,69.0,62.81704605,80.0,73.81718676,-1.29844395,-1.16747395,8.0,-3.00014071
3899,-63.51236594,0.44422472,46.96538,47.85052,56.0,49.76018706,167.0,160.76018706,58.0,51.76018706,2.79480706,1.90966706,-111.0,-2.0
3900,-63.84614749,0.78904449,66.21762,66.54879,76.0,70.31348208,66.0,60.31348208,73.0,67.31426586,4.09586208,3.76469208,10.0,2.99921622
3901,-63.17915075,0.38935418,31.14955,30.97979,40.0,33.07706447,40.0,33.07706447,42.0,35.07720581,1.92751447,2.09727447,0.0,-2.00014134
3902,-63.81089384,0.56119513,60.00389,57.2384,68.0,62.3647711,59.0,53.3647711,61.0,55.3647711,2.3608811,5.1263711,9.0,7.0
3903,-63.84230823,0.50251942,53.11599,52.4213,58.0,52.47239563,72.0,66.47239563,58.0,52.47239563,-0.64359437,0.05109563,-14.0,0.0
3904,-63.32108159,0.0711709,47.2061,47.21057,53.0,46.55870405,49.0,42.55870405,NaN,NaN,-0.64739595,-0.65186595,4.0,NaN
3905,-63.28907941,0.23650346,49.66437,48.40014,52.0,45.39076915,54.0,47.39076915,59.0,52.39136379,-4.27360085,-3.00937085,-2.0,-7.00059464
3906,-63.96139922,0.8881287,82.89294,82.71384,93.0,87.51770295,82.0,76.51770295,92.0,86.51849954,4.62476295,4.80386295,11.0,0.99920341
3907,-63.53213448,0.79763337,69.16441,68.07726,75.0,68.62058058,50.0,43.62058058,NaN,NaN,-0.54382942,0.54332058,25.0,NaN
3908,-63.59930477,0.2530505,51.37368,49.93499,51.0,45.06477803,69.0,63.06477803,56.0,50.06494834,-6.30890197,-4.87021197,-18.0,-5.00017031
3909,-63.44847444,0.15114489,44.30109,43.83479,47.0,40.78856118,49.0,42.78856118,NaN,NaN,-3.51252882,-3.04622882,-2.0,NaN
3910,-63.52598343,0.10419796,50.47314,50.90242,56.0,49.99240279,49.0,42.99240279,NaN,NaN,-0.48073721,-0.91001721,7.0,NaN
3911,-63.9966048,0.91977978,81.56723,78.92368,82.0,76.57934785,73.0,67.57934785,87.0,81.57951417,-4.98788215,-2.34433215,9.0,-5.00016632
3912,-63.93316208,0.54213086,53.4335,53.31797,59.0,53.6612021,49.0,43.6612021,58.0,52.661375,0.2277021,0.3432321,10.0,0.9998271
3913,-63.95085557,0.67471294,65.0415,64.92299,74.0,68.62158488,66.0,60.62158488,74.0,68.62175361,3.58008488,3.69859488,8.0,-0.000168729999999
3914,-63.85458808,0.72927866,69.41206,68.15742,75.0,69.36699264,62.0,56.36699264,76.0,70.36715202,-0.04506736,1.20957264,13.0,-1.00015938
3915,-63.16286195,0.642216,55.37173,54.66908,61.0,53.9219319,55.0,47.9219319,61.0,53.9226266,-1.4497981,-0.7471481,6.0,-0.000694700000004
3916,-63.70478832,0.66030459,63.46757,63.44711,70.0,64.06777508,70.0,64.06777508,72.0,66.06839424,0.60020508,0.62066508,0.0,-2.00061916
3917,-63.38485299,0.62854607,NaN,NaN,52.0,45.38977892,40.0,33.38977892,NaN,NaN,NaN,NaN,12.0,NaN
3918,-63.77036251,0.99611986,115.2208,118.0199,122.0,116.03302633,111.0,105.03302633,119.0,113.03317355,0.81222633,-1.98687367,11.0,2.99985278
3919,-63.42116968,0.67972877,53.72896,53.503,62.0,55.44190374,54.0,47.44190374,61.0,54.44249218,1.71294374,1.93890374,8.0,0.99941156
3920,-63.51801143,0.50300478,39.79119,39.62267,53.0,46.74048615,49.0,42.74048615,51.0,44.74063484,6.94929615,7.11781615,4.0,1.99985131
3921,-63.98507924,0.63185716,57.35862,54.85862,59.0,53.72823173,44.0,38.72823173,63.0,57.72840481,-3.63038827,-1.13038827,15.0,-4.00017308
3922,-63.86148051,0.74610343,63.99924,64.17796,71.0,65.3732352,67.0,61.3732352,72.0,66.37339456,1.3739952,1.1952752,4.0,-1.00015936
3923,-63.79449376,0.07985995,56.7879,56.8813,65.0,59.63372144,65.0,59.63372144,57.0,51.63438815,2.84582144,2.75242144,0.0,7.99933329
3924,-63.5119952,0.65836161,55.52896,55.61594,65.0,58.64651246,50.0,43.64651246,NaN,NaN,3.11755246,3.03057246,15.0,NaN
3925,-63.3894878,0.58386285,NaN,NaN,51.0,44.42181045,40.0,33.42181045,NaN,NaN,NaN,NaN,11.0,NaN
3926,-63.47471904,0.78055866,74.4591,74.72363,78.0,71.50670045,54.0,47.50670045,84.0,77.50670045,-2.95239955,-3.21692955,24.0,-6.0
3927,-63.75648226,0.92413355,78.93355,79.27399,87.0,81.04103623,87.0,81.04103623,86.0,80.0411835,2.10748623,1.76704623,0.0,0.99985273
3928,-63.29749025,0.46809378,46.93513,46.11897,51.0,44.28520935,33.0,26.28520935,NaN,NaN,-2.64992065,-1.83376065,18.0,NaN
3929,-63.96380222,0.87461473,88.88093,88.53212,95.0,89.53144145,85.0,79.53144145,96.0,90.53160571,0.65051145,0.99932145,10.0,-1.00016426
3930,-63.41867987,0.86808374,1093.116,1093.263,1101.0,1094.34743772,1105.0,1098.34743772,1099.0,1092.34801705,1.23143772,1.08443772,-4.0,1.99942067
3931,-63.40139223,0.44988363,32.40909,32.60846,44.0,37.51576986,35.0,28.51576986,NaN,NaN,5.10667986,4.90730986,9.0,NaN
3932,-63.76277312,0.42179762,44.65437,45.25645,52.0,46.33631659,57.0,51.33631659,52.0,46.33631659,1.68194659,1.07986659,-5.0,0.0
3933,-63.97472843,0.31352132,51.49953,53.54371,57.0,51.90958231,43.0,37.90958231,60.0,54.91026215,0.41005231,-1.63412769,14.0,-3.00067984
3934,-63.53137435,0.50246398,40.29722,40.59875,49.0,42.76995843,36.0,29.76995843,49.0,42.77010785,2.47273843,2.17120843,13.0,-0.00014942
3935,-63.54817621,0.32747718,34.54128,34.78868,42.0,35.90470754,36.0,29.90470754,41.0,34.90548905,1.36342754,1.11602754,6.0,0.99921849
3936,-63.47629138,0.76889117,63.20467,63.63476,73.0,66.51586698,51.0,44.51586698,74.0,67.51586698,3.31119698,2.88110698,22.0,-1.0
3937,-63.65706333,0.02799608,51.06848,52.99007,56.0,50.34509598,45.0,39.34509598,55.0,49.34509598,-0.72338402,-2.64497402,11.0,1.0
3938,-63.35263416,0.39668031,30.31626,30.79074,41.0,34.43910711,29.0,22.43910711,NaN,NaN,4.12284711,3.64836711,12.0,NaN
3939,-63.61869663,0.55391143,50.26306,49.52299,59.0,52.9343381,62.0,55.9343381,59.0,52.93495374,2.6712781,3.4113481,-3.0,-0.000615639999992
3940,-63.69564485,0.22270821,48.5728,47.4729,49.0,43.30499936,59.0,53.30499936,52.0,46.30499936,-5.26780064,-4.16790064,-10.0,-3.0
3941,-63.20458864,0.50918561,36.74729,36.41864,45.0,38.07018538,41.0,34.07018538,NaN,NaN,1.32289538,1.65154538,4.0,NaN
3942,-63.98384068,0.1808965,51.05012,47.71335,52.0,47.02463589,55.0,50.02463589,53.0,48.02463589,-4.02548411,-0.68871411,-3.0,-1.0
3943,-63.71317059,0.89744706,66.76727,66.08102,71.0,64.96054583,66.0,59.96054583,72.0,65.96069063,-1.80672417,-1.12047417,5.0,-1.0001448
3944,-63.35613836,0.35603415,39.76687,38.11665,47.0,40.46862085,41.0,34.46862085,NaN,NaN,0.70175085,2.35197085,6.0,NaN
3945,-63.29676543,0.04876763,47.19055,48.52829,58.0,51.51969063,43.0,36.51969063,NaN,NaN,4.32914063,2.99140063,15.0,NaN
3946,-63.86753966,0.98780217,88.54028,87.90821,96.0,90.25056028,97.0,91.25056028,97.0,91.25071494,1.71028028,2.34235028,-1.0,-1.00015466
3947,-63.58262315,0.67900177,54.99965,56.07353,64.0,57.78921689,50.0,43.78921689,65.0,58.78936035,2.78956689,1.71568689,14.0,-1.00014346
3948,-63.49443593,0.75551839,60.9196,60.91841,70.0,63.56072174,37.0,30.56072174,71.0,64.56085749,2.64112174,2.64231174,33.0,-1.00013575
3949,-63.37557413,0.61118169,NaN,NaN,51.0,44.37895221,35.0,28.37895221,NaN,NaN,NaN,NaN,16.0,NaN
3950,-63.21375892,0.49574702,34.83812,35.06383,46.0,39.09570948,37.0,30.09570948,44.0,37.09642273,4.25758948,4.03187948,9.0,1.99928675
3951,-63.20838515,0.76872959,612.8476,608.5367,615.0,607.95828528,610.0,602.95828528,NaN,NaN,-4.88931472,-0.57841472,5.0,NaN
3952,-63.61090014,0.64455333,54.84998,54.21147,60.0,53.86849804,53.0,46.86849804,62.0,55.86925409,-0.98148196,-0.34297196,7.0,-2.00075605
3953,-63.22910317,0.66956096,48.32599,46.36387,48.0,41.04569386,49.0,42.04569386,NaN,NaN,-7.28029614,-5.31817614,-1.0,NaN
3954,-63.40878328,0.54408101,39.73921,39.92155,51.0,44.4831795,34.0,27.4831795,NaN,NaN,4.7439695,4.5616295,17.0,NaN
3955,-63.40442512,0.35918317,36.47626,36.16048,48.0,41.57119794,37.0,30.57119794,NaN,NaN,5.09493794,5.41071794,11.0,NaN
3956,-63.59445863,0.60291431,47.00348,49.69854,59.0,52.85457292,54.0,47.85457292,57.0,50.85533055,5.85109292,3.15603292,5.0,1.99924237
3957,-63.78727867,0.26064271,47.44223,48.06421,53.0,47.49421258,32.0,26.49421258,51.0,45.49486767,0.05198258,-0.56999742,21.0,1.99934491
3958,-63.22064513,0.9182431,791.1613,785.4547,790.0,782.91801046,776.0,768.91801046,799.0,791.91869309,-8.24328954,-2.53668954,14.0,-9.00068263
3959,-63.3933424,0.43270728,40.26429,42.4499,51.0,44.50754321,50.0,43.50754321,NaN,NaN,4.24325321,2.05764321,1.0,NaN
3960,-63.2421229,0.23112484,45.42455,48.61252,57.0,50.29363902,49.0,42.29363902,57.0,50.2942291,4.86908902,1.68111902,8.0,-0.000590080000002
3961,-63.45392411,0.90299193,1015.281,1024.536,982.0,975.40481595,1090.0,1083.40481595,1001.0,994.40552609,-39.87618405,-49.13118405,-108.0,-19.00071014
3962,-63.45291866,0.15351818,42.63519,43.34131,50.0,43.79704949,37.0,30.79704949,NaN,NaN,1.16185949,0.45573949,13.0,NaN
3963,-63.22683566,0.93762375,830.0652,825.8218,835.0,827.92202957,818.0,810.92202957,NaN,NaN,-2.14317043,2.10022957,17.0,NaN
3964,-63.67678827,0.32443376,51.69717,51.39285,54.0,48.19779361,51.0,45.19779361,59.0,53.19796272,-3.49937639,-3.19505639,3.0,-5.00016911
3965,-63.89849443,0.60229839,58.11094,56.9156,64.0,58.54291543,60.0,54.54291543,64.0,58.54291543,0.43197543,1.62731543,4.0,0.0
3966,-63.86819456,0.85198509,76.60729,74.40818,81.0,75.32808575,72.0,66.32808575,83.0,77.32808575,-1.27920425,0.91990575,9.0,-2.0
3967,-63.45393553,0.82710036,73.06274,74.703,80.0,73.44043937,84.0,77.44043937,84.0,77.4411551,0.37769937,-1.26256063,-4.0,-4.00071573
3968,-63.28623745,0.95363143,868.5517,865.3325,871.0,864.0358186,847.0,840.0358186,NaN,NaN,-4.5158814,-1.2966814,24.0,NaN
3969,-63.4175697,0.82499752,580.1262,578.8071,582.0,575.36514499,576.0,569.36514499,586.0,579.36585604,-4.76105501,-3.44195501,6.0,-4.00071105
3970,-63.41286614,0.71985912,57.75713,59.37089,64.0,57.40485922,66.0,59.40485922,66.0,59.40557805,-0.35227078,-1.96603078,-2.0,-2.00071883
3971,-63.73466609,0.08247987,55.38786,54.13922,64.0,58.48941759,50.0,44.48941759,58.0,52.48960998,3.10155759,4.35019759,14.0,5.99980761
3972,-63.21730037,0.08772879,33.12923,33.38732,42.0,35.32465047,45.0,38.32465047,NaN,NaN,2.19542047,1.93733047,-3.0,NaN
3973,-63.70462157,0.55408897,51.35225,51.05502,60.0,54.12659747,52.0,46.12659747,59.0,53.12675402,2.77434747,3.07157747,8.0,0.99984345
3974,-63.71796222,0.28191788,54.91961,54.81561,59.0,53.31881471,44.0,38.31881471,59.0,53.31898935,-1.60079529,-1.49679529,15.0,-0.000174640000004
3975,-63.47436772,0.15978971,52.85148,52.79226,52.0,45.84127909,140.0,133.84127909,NaN,NaN,-7.01020091,-6.95098091,-88.0,NaN
3976,-63.11520861,0.24869051,26.66332,26.78461,37.0,30.01728993,29.0,22.01728993,37.0,30.0178674,3.35396993,3.23267993,8.0,-0.00057747
3977,-63.88765706,0.70523101,62.1453,61.52148,68.0,62.45660717,61.0,55.45660717,70.0,64.45676987,0.31130717,0.93512717,7.0,-2.0001627
3978,-63.45347213,0.53258985,40.40946,40.48792,55.0,48.58453578,29.0,22.58453578,47.0,40.58513445,8.17507578,8.09661578,26.0,7.99940133
3979,-63.75783562,0.46903979,44.05362,45.35315,53.0,47.29639366,58.0,52.29639366,52.0,46.29719622,3.24277366,1.94324366,-5.0,0.99919744
3980,-63.21202031,0.54474048,37.78967,37.44976,46.0,39.06861775,40.0,33.06861775,45.0,38.06919335,1.27894775,1.61885775,6.0,0.9994244
3981,-63.80595092,0.74279195,63.57866,63.13444,72.0,66.24938105,64.0,58.24938105,72.0,66.24938105,2.67072105,3.11494105,8.0,0.0
3982,-63.7870595,0.95305808,88.96585,89.25401,94.0,88.09247438,91.0,85.09247438,94.0,88.09247438,-0.87337562,-1.16153562,3.0,0.0
3983,-63.30774509,0.26000357,32.68972,32.97116,41.0,34.41792263,27.0,20.41792263,NaN,NaN,1.72820263,1.44676263,14.0,NaN
3984,-63.16165073,0.09190873,48.01706,49.47798,56.0,49.20412086,55.0,48.20412086,NaN,NaN,1.18706086,-0.27385914,1.0,NaN
3985,-63.79392602,0.11973879,59.06237,56.34331,62.0,56.60444107,56.0,50.60444107,60.0,54.60510544,-2.45792893,0.26113107,6.0,1.99933563
3986,-63.08775865,0.72073869,59.44291,60.1342,71.0,63.7345777,65.0,57.7345777,NaN,NaN,4.2916677,3.6003777,6.0,NaN
3987,-63.21545862,0.86909863,804.4489,789.2062,798.0,790.92853346,762.0,754.92853346,NaN,NaN,-13.52036654,1.72233346,36.0,NaN
3988,-63.17396971,0.78100242,612.1512,614.0539,625.0,617.88272897,621.0,613.88272897,621.0,613.88341499,5.73152897,3.82882897,4.0,3.99931398
3989,-63.36393283,0.60660759,NaN,NaN,47.0,40.35647648,42.0,35.35647648,NaN,NaN,NaN,NaN,5.0,NaN
3990,-63.2510765,0.21896098,28.86458,28.91416,36.0,29.32002272,35.0,28.32002272,38.0,31.32002272,0.45544272,0.40586272,1.0,-2.0
3991,-63.30303189,0.6377457,42.64768,43.06136,46.0,39.21381442,51.0,44.21381442,NaN,NaN,-3.43386558,-3.84754558,-5.0,NaN
3992,-63.10744128,0.97847403,128.8896,128.822,139.0,131.66458684,142.0,134.66458684,NaN,NaN,2.77498684,2.84258684,-3.0,NaN
3993,-63.56869047,0.96727503,98.03089,98.64248,111.0,104.61521251,104.0,97.61521251,107.0,100.61593376,6.58432251,5.97273251,7.0,3.99927875
