,X,Y,srtm30_wgs84-tdx12_abs,srtm30_wgs84-tdx12_color
493,-48.7753995,-28.10600699,5.66854897,135:135:255
494,-48.81184084,-27.38444329,2.64144262,255:200:200
495,-48.65808616,-27.34159648,4.13402761,167:167:255
496,-48.86814839,-27.44046722,3.34160783,184:184:255
497,-48.73759899,-27.02866035,3.1462651,255:189:189
498,-48.93297918,-28.10654622,3.46423865,181:181:255
499,-48.84381612,-27.66428991,5.50590673,255:139:139
500,-48.64080613,-27.56879631,1.81069898,255:217:217
501,-48.7906323,-27.37705744,8.63344093,72:72:255
502,-48.65662748,-27.87222173,18.51008635,0:0:255
503,-48.93504867,-28.18705714,2.69790531,255:198:198
504,-48.77167508,-27.52312234,6.05713145,126:126:255
505,-48.76234731,-27.06358684,3.34659854,184:184:255
506,-48.89010069,-27.7163139,3.16641057,187:187:255
507,-48.63568679,-27.98436368,3.39367986,183:183:255
508,-48.88608845,-28.00115906,2.93805071,255:193:193
509,-48.96602345,-27.79368733,11.16609562,18:18:255
510,-48.84587579,-27.50205952,3.46415531,255:182:182
511,-48.94976254,-27.4192278,7.12680534,255:105:105
512,-48.99189131,-28.62493725,0.28220394,255:250:250
513,-48.84325489,-27.49860423,6.98224066,255:108:108
514,-48.66656626,-27.15470295,12.1930795,0:0:255
515,-48.70732037,-27.11126336,4.36842921,255:163:163
516,-48.81688339,-27.13508697,0.71461422,255:240:240
517,-48.99914211,-28.64216814,0.23698553,249:249:255
518,-48.83253032,-27.24367025,3.7811269,255:175:175
519,-48.88860848,-27.67201886,5.60840902,255:137:137
520,-48.93722515,-27.79002438,5.76171808,255:134:134
521,-48.89085481,-28.00317989,6.70865684,255:114:114
522,-48.99870132,-27.74502984,14.14676682,0:0:255
523,-48.9305226,-28.53913012,0.33376125,247:247:255
524,-48.60562374,-28.02522964,6.21715278,123:123:255
525,-48.76844854,-27.21662612,0.58798383,255:243:243
526,-48.79549997,-28.06431902,20.0697,0:0:255
527,-48.78387284,-27.28899379,0.74408937,255:240:240
528,-48.90000827,-28.30126331,4.00600491,255:171:171
529,-48.98161715,-28.51000815,17.32513745,255:0:0
530,-48.91082138,-27.56372642,17.10017664,255:0:0
531,-48.64888517,-27.85937161,7.5932382,94:94:255
532,-48.90437674,-27.12479108,11.78476309,255:6:6
533,-48.60453713,-27.03490164,6.40677212,119:119:255
534,-48.72812722,-27.73186814,6.39171002,255:120:120
535,-48.61854941,-27.79206638,13.58997763,0:0:255
536,-48.80216252,-28.12711988,3.19107939,255:188:188
537,-48.87076231,-28.24856224,7.81835022,255:90:90
538,-48.77213002,-28.52938589,4.18996774,255:167:167
539,-48.86045053,-27.99046909,8.82160051,68:68:255
540,-48.54761701,-27.78728568,3.59437252,255:179:179
541,-48.71269835,-27.18599991,1.72206746,218:218:255
542,-48.95082159,-28.40997215,2.24788985,255:208:208
543,-48.66588967,-27.8575838,13.97312319,0:0:255
544,-48.73155736,-27.09162664,13.4580162,255:0:0
545,-48.90553379,-27.54553054,1.32337791,226:226:255
546,-48.61590389,-27.07330403,8.45594691,255:77:77
547,-48.78283747,-27.34293851,0.74099712,239:239:255
548,-48.71972252,-28.09860675,0.23659433,255:250:250
549,-48.56115141,-27.67452717,1.88465235,215:215:255
550,-48.97589075,-27.41087511,10.87663828,24:24:255
551,-48.66009417,-27.77932438,4.52077255,255:160:160
552,-48.82410628,-27.43678605,17.68887912,0:0:255
553,-48.66891038,-28.17312708,9.51868353,255:54:54
554,-48.7387443,-27.72649472,1.21102954,255:230:230
555,-48.77465113,-28.48458259,6.06330996,126:126:255
556,-48.7183602,-27.79412926,3.70065791,255:177:177
557,-48.58765371,-27.14665854,3.9535254,255:172:172
558,-48.68249505,-27.73874734,36.83719425,255:0:0
559,-48.87333675,-27.31286598,3.96863787,255:172:172
560,-48.99670685,-27.50671093,18.926052,0:0:255
561,-48.61089707,-27.14351543,2.08972139,255:211:211
562,-48.94131739,-27.10154471,3.37090002,255:184:184
563,-48.826844,-27.21583629,4.22714535,255:166:166
564,-48.92417467,-27.71050817,11.5049653,11:11:255
565,-48.99659223,-28.64578519,0.22386808,255:251:251
566,-48.79656313,-27.84253958,1.30578213,227:227:255
567,-48.8830923,-27.78085245,4.49082284,159:159:255
568,-48.78708018,-27.43525091,21.39483645,0:0:255
569,-48.98573135,-27.82589639,4.91490981,150:150:255
570,-48.92302289,-28.50782276,3.42459825,255:183:183
571,-48.78331294,-28.05727337,7.67206147,255:93:93
572,-48.68136882,-28.16817332,3.91453292,255:173:173
573,-48.94690284,-27.58933876,5.59712659,136:136:255
574,-48.78056544,-28.21464596,4.97168783,255:150:150
575,-48.68295563,-27.08217662,4.63260581,255:157:157
576,-48.84790457,-27.11216725,7.90338473,255:88:88
577,-48.79614614,-27.04139402,3.37431822,255:184:184
578,-48.6615976,-28.13255005,2.26906901,255:207:207
579,-48.6859574,-28.22814215,1.63632585,220:220:255
580,-48.87487803,-27.53098148,0.60482455,255:243:243
581,-48.92429822,-28.3340486,5.76175986,255:134:134
582,-48.97683695,-28.33604326,17.86238837,0:0:255
583,-48.77207559,-27.12784603,2.514554,255:202:202
584,-48.80311004,-27.28179848,0.75126152,255:240:240
585,-48.52554737,-27.58569137,2.87742703,255:195:195
586,-48.84317859,-27.80139474,7.69684953,255:93:93
587,-48.94628576,-27.62914626,3.73179976,176:176:255
588,-48.80202261,-27.31660659,17.61905929,0:0:255
589,-48.74954809,-27.88515429,2.48497338,255:203:203
590,-48.96433514,-28.63630886,-9999,255:255:255
591,-48.89663955,-28.00012513,9.63111966,255:52:52
592,-48.90591881,-27.22375051,7.33946609,255:100:100
593,-48.76290197,-27.4133674,8.67080375,71:71:255
594,-48.99576517,-28.58729714,-9999,255:255:255
595,-48.94210698,-28.32851872,7.04131773,106:106:255
596,-48.67864843,-27.10185363,1.40559651,225:225:255
597,-48.8009335,-27.47426811,4.56914258,255:159:159
598,-48.70817823,-27.98197277,17.55699544,0:0:255
599,-48.94045576,-27.68446757,18.34042752,255:0:0
600,-48.98397929,-27.56867157,1.15219549,255:231:231
601,-48.6201272,-27.8971886,3.86414901,255:174:174
602,-48.96489458,-27.86169933,1.20570293,229:229:255
603,-48.97977212,-27.63421959,9.0332515,63:63:255
604,-48.86807311,-27.80645438,2.27321983,206:206:255
605,-48.67354976,-27.12249249,4.51852895,159:159:255
